type,director,cast,date_added,year_added,release_year,duration,listed_in,Type,Netflix Exclusive,Score
Movie,"Adam Collins, Luke Radford","Adam Collins, Jessica Norris, Ian Hitchens, Steven Blades, Zara Phythian, Anthony Burrows, Andy Calderwood, Emmeline Kellie, Andre Squire, Ollie Christie","February 15, 2019",2019,2018,102 min,Action & Adventure,,,
Movie,Lynn Shelton,"Jay Duplass, Edie Falco, Kaitlyn Dever, Ben Schwartz, Louis Hobson, Alycia Delmore, Pamela Reed, Matt Malloy, Aaron Blakely","June 1, 2018",2018,2018,110 min,"Dramas, Independent Movies",,,
Movie,"Chanon Yingyong, Phuwanit Pholdee","Sarun Cinsuvapala, Pramote Pathan, Suphachai Subprasert, Somyos Matures, Supavitch Nepremwattana, Nachjaree Horvejkul, Jatupone Chompoonich, Chertsak Pratumseesakhon","March 23, 2019",2019,2017,100 min,"Action & Adventure, Comedies, International Movies",,,
Movie,Dibakar Banerjee,"Abhay Deol, Paresh Rawal, Neetu Chandra, Archana Puran Singh, Manu Rishi Chadha, Richa Chadda, Anurag Arora, Rajender Sethi, Manjot Singh, Chandan Anand","November 1, 2018",2018,2008,118 min,"Comedies, Dramas, International Movies",,,
Movie,Paul Spurrier,"Suangporn Jaturaphut, Opal, Dor Yodrak, Pisamai Pakdeevijit, Manthana Wannarod, Supatra Roongsawang, Narisara Sairatanee, Amy Siriya","May 31, 2019",2019,2006,105 min,"Horror Movies, International Movies",,,
Movie,Kundan Shah,"Meenakshi Dixit, Indrajeet Soni, Bharat Jadhav, Yashpal Sharma, Anjan Srivastav, Deepak Shirke, Akhilendra Mishra, Mushtaq Khan, Aanand Kale","August 1, 2018",2018,2015,117 min,"Comedies, Independent Movies, International Movies",,,
Movie,Richard LaGravenese,"Hilary Swank, Gerard Butler, Lisa Kudrow, Gina Gershon, James Marsters, Kathy Bates, Harry Connick Jr., Nellie McKay, Jeffrey Dean Morgan, Dean Winters","April 1, 2019",2019,2007,126 min,"Dramas, Romantic Movies",,,
Movie,Mandie Fletcher,"Beattie Edmondson, Ed Skrein, Tom Bennett, Jennifer Saunders","May 16, 2019",2019,2019,94 min,Comedies,,,
Movie,Rajkumar Hirani,"Aamir Khan, Anuskha Sharma, Sanjay Dutt, Saurabh Shukla, Parikshat Sahni, Sushant Singh Rajput, Boman Irani, Rukhsar","September 6, 2018",2018,2014,146 min,"Comedies, Dramas, International Movies",,,
Movie,Tigmanshu Dhulia,"Irrfan Khan, Mahie Gill, Rajendra Gupta, Brijendra Kala, Jahangir Khan, Vipin Sharma, Zakir Hussain","November 1, 2018",2018,2010,129 min,"Action & Adventure, Dramas, International Movies",,,
Movie,Chandran Narikode,"Indrans, Joy Mathew, Kalabhavan Shajohn, Sasi Kalinga, Santhosh Keezhattoor, Valsala Menon, Seema G. Nair, Parvathi T","July 1, 2018",2018,2017,89 min,"Dramas, International Movies",,,
Movie,Jorge Granier,,"March 23, 2018",2018,2007,82 min,"Documentaries, International Movies",,,
Movie,,"Erin Mathews, Sam Vincent, Andrea Libman, Ashleigh Ball, Ian James Corlett, Brian Drummond, Lee Tockar, Matt Hill","October 1, 2016",2016,2016,44 min,Movies,,,
Movie,Juan Antin,"Adam Moussamih, Charli Birdgenau, Vlastra Vrana, Sonja Ball, Alexandre Harough","June 7, 2019",2019,2019,71 min,Children & Family Movies,,,
Movie,"Mariana Tschudi, Héctor Gálvez",,"June 15, 2018",2018,2017,74 min,"Documentaries, International Movies",,,
Movie,R. Balki,"Akshay Kumar, Sonam Kapoor, Radhika Apte, Jyoti Subhash, Urmila Mahanta, Suneel Sinha, Sanjay Singh, Rakesh Chaturvedi Om","August 21, 2018",2018,2018,130 min,"Dramas, International Movies, Romantic Movies",,,
Movie,Alex Lehmann,"Mark Duplass, Ray Romano","February 22, 2019",2019,2019,89 min,"Comedies, Dramas, Independent Movies",,,
Movie,Amol Palekar,"Shah Rukh Khan, Rani Mukerji, Anupam Kher, Dilip Prabhavalkar, Amitabh Bachchan, Juhi Chawla, Nina Kulkarni, Rajpal Yadav","April 1, 2018",2018,2005,134 min,"Dramas, International Movies, Romantic Movies",,,
Movie,Paakhi Tyrewala,"Anmol Limbu, Ishika Gurung, Manju Chettri, Banita Lagun, Binod Pradhan, Mahindra Bajgai, Rupa Tamang, Saran Rai","January 7, 2019",2019,2018,82 min,"Comedies, Dramas, International Movies",,,
Movie,Piti Jaturaphat,"Nattanun Jantarawetch, David Bueno, Peerawat Herabat, Andrew Koji, Nahatai Lekbumrung, Lex Luther, Tim Man, Micky Nowacki, Sura Sankum, Amornrit Sriphung","July 26, 2018",2018,2007,82 min,"Action & Adventure, International Movies",,,
Movie,Charles Stone III,"Wood Harris, Mekhi Phifer, Kevin Carroll, Esai Morales, Chi McBride, Cam'ron, Remo Greene, Cynthia Martells, Elise Neal, Regina Hall, Joyce Walker","November 1, 2019",2019,2002,98 min,"Action & Adventure, Dramas",,,
Movie,Amber Tamblyn,"Alia Shawkat, Janet McTeer, Rhys Wakefield, Alfred Molina, Emily Rios, Nancy Kwan, John Roberts, Annabelle Attanasio, Ken Davitian","February 1, 2018",2018,2016,96 min,Dramas,,,
Movie,Alex Law,"Sammo Kam-Bo Hung, Ching-Ying Lam, Cheng Pei-pei","August 16, 2018",2018,1988,108 min,"Dramas, International Movies",,,
Movie,Cosima Spender,,"June 30, 2016",2016,2015,91 min,"Documentaries, International Movies, Sports Movies",,,
Movie,Fernando González Molina,"Mario Casas, Adriana Ugarte, Macarena García, Alain Hernández, Laia Costa, Emilio Gutiérrez Caba, Berta Vázquez, Daniel Grao","May 1, 2016",2016,2015,163 min,"Dramas, International Movies, Romantic Movies",,,
Movie,Guillermo del Toro,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones, Ariadna Gil, Álex Angulo, Manolo Solo, César Vea, Roger Casamajor, Sergi Lopez","January 1, 2020",2020,2006,119 min,"Dramas, International Movies, Sci-Fi & Fantasy",,,
Movie,Feroz,"Kreshna, Anandhi, Saravanan, Madhusudhanan, Black Pandi, Nitin Sathyaa, Aruldass, Karunas, Shanmugha Rajan, Prinz Nithik","January 15, 2019",2019,2017,125 min,"Action & Adventure, Dramas, International Movies",,,
Movie,Jung-woo Park,"Nam-gil Kim, Young-ae Kim, Jeong-hee Moon, Joo-hyun Kim, Jin-young Jung, Kyeong-yeong Lee, Shin-il Kang, Dae-Myung Kim, Seung-mok Yoo, Myung-min Kim","March 17, 2017",2017,2016,137 min,"Dramas, International Movies, Thrillers",,,
Movie,David Fincher,"Jodie Foster, Forest Whitaker, Dwight Yoakam, Jared Leto, Kristen Stewart, Ann Magnuson, Ian Buchanan, Patrick Bauchau, Paul Schulze","August 1, 2019",2019,2002,112 min,Thrillers,,,
Movie,Jonathan A. Rosenbaum,"Bradley Steven Perry, Joshua J. Ballard, Tyrel Jackson Williams, Brittney Wilson, Taylor Russell, Nicholas Coombe, Rachelle Gillis, Kevin O'Grady","March 1, 2019",2019,2014,87 min,"Children & Family Movies, Comedies",,,
Movie,Bhagyaraj,"Krishan Kumar, Nagma, Satya Prakash, Master Bobby, Satish Kaushik, Laxmikant Berde, Mahavir Shah, Anil Dhawan, Shama Deshpande, Shatrughan Sinha","December 8, 2017",2017,2000,137 min,"Comedies, Dramas, International Movies",,,
Movie,Rebecca Addelman,"Hamish Linklater, Eve Hewson, Avan Jogia, Andie MacDowell","April 20, 2019",2019,2018,89 min,"Dramas, Independent Movies, Romantic Movies",,,
Movie,Xavier Durringer,"Sami Bouajila, Tewfik Jallab, Mélanie Doutey, Hugo Becker, Kool Shen, Hubert Koundé, Seth Gueko, Sonia Couling, Chalad Na Songkhla, Flore Bonaventura, Nessbeal, Dorian N'Goumou dit Dosseh, Hache-P","November 8, 2019",2019,2019,94 min,"Action & Adventure, Dramas, International Movies",,,
Movie,Monique Gardenberg,"Júlio Andrade, Lee Taylor, Hermila Guedes, Julia Konrad, Erasmo Carlos, Marjorie Estiano, Seu Jorge, Jaloo, Felipe Abib, Humberto Carrão, Malu Galli","September 29, 2018",2018,2018,111 min,"Dramas, Independent Movies, International Movies",,,
Movie,Daryl Hannah,"Neil Young, Lukas Nelson, Micah Nelson, Corey McCormick, Anthony Logerfo, Tato","March 23, 2018",2018,2018,74 min,"Dramas, Independent Movies",,,
Movie,Oren Peli,"Katie Featherston, Randy McDowell, Amber Armstrong, Mark Fredrichs, Micah Sloat, Ashley Palmer, James Piper","January 1, 2020",2020,2007,86 min,"Horror Movies, Thrillers",,,
Movie,Franck Phelizon,"Andrei Indreies, Jean-Baptiste Heuet, Jose Atuncar, Pierre Porquet, Claudine Bertin, Gabriella Jordan, Effie Rey, Catalin Morar, Antoine Rodriguez","March 1, 2019",2019,2018,93 min,"Horror Movies, International Movies, Thrillers",,,
Movie,Daniel Arasanz,,"July 11, 2019",2019,2019,106 min,"Documentaries, International Movies, Music & Musicals",,,
Movie,Subhash Ghai,"Shah Rukh Khan, Amrish Puri, Mahima Chaudhry, Apoorva Agnihotri, Alok Nath, Himani Shivpuri, Padmavati Rao, Madhuri Bhatia, Dina Pathak, Benu Kalsi, Anand Balraj, Ajay Nagrath, Deepak Qazir, Shashi Sharma, Smita Jaykar, Pavan Malhotra, Aditya Narayan, Subhash Ghai","March 1, 2018",2018,1997,187 min,"Dramas, International Movies, Romantic Movies",,,
Movie,Gafoor Y. Elliyaas,"Kalabhavan Shajohn, Sajitha Madathil, Jaffer Idukki, Sunil Sukhada, Joy Mathew, Ansiba","July 1, 2018",2018,2017,109 min,"Dramas, Independent Movies, International Movies",,,
Movie,Syed Atif Ali,"Junaid Akhtar, Azekah Daniel, Khushi Maheen, Saleem Mairaj, Qavi Khan, Rasheed Naz, Faiq Asim","January 15, 2019",2019,2018,116 min,"Horror Movies, International Movies",,,
Movie,Jennie Livingston,,"February 1, 2017",2017,1990,77 min,"Classic Movies, Cult Movies, Documentaries",,,
Movie,Elisabeth Vogler,"Noémie Schmidt, Grégoire Isvarine, Marie Mottet, Lou Castel, Mathias Minne, Margaux Bonin, Julia Kouakou, Alexandre Schreiber, Schemci Lauth, Theo Tagand, Clément Olivieri, Doria Achour","February 22, 2019",2019,2019,84 min,"Dramas, Independent Movies, International Movies",,,
Movie,Kim Joo-hyung,Park Na-rae,"October 16, 2019",2019,2019,63 min,Stand-Up Comedy,,,
Movie,Abhishek Sharma,"John Abraham, Boman Irani, Diana Penty, Anuja Sathe, Yogendra Tikku, Aditya Hitkari, Vikas Kumar, Ajay Shankar, Darshan Pandya, Mark Benington","July 25, 2018",2018,2018,124 min,"Dramas, International Movies",,,
Movie,Ian MacNaughton,"Steve Martin, John Cleese, Graham Chapman, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Carol Cleveland, Connie Booth","October 2, 2018",2018,1989,72 min,Comedies,,,
Movie,,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane, Jon Hamm, Bobby Moynihan, Lauren Adams, Sara Chase, Sol Miranda, Derek Klena, Aidy Bryant","August 17, 2018",2018,2018,33 min,Comedies,,,
Movie,Adrian Teh,"Hairul Azreen, Ammar Alfian, Jasmine Suraya, Henley Hii, Hafizul Kamal, Theebaan Govindasamy, Gambit Saifullah, Taufiq Hanafi, Nam Ron, Amerul Affendi, Tiger Chen","March 15, 2019",2019,2018,115 min,"Action & Adventure, Dramas, International Movies",,,
Movie,Nikhil Advani,"Rishi Kapoor, Dimple Kapadia, Akshay Kumar, Anushka Sharma, Tinnu Anand, Soni Razdan, Prem Chopra, Masood Akhtar, Jeneva Talwar, Suparna Marwah","October 22, 2017",2017,2011,140 min,"Dramas, International Movies, Sports Movies",,,
Movie,Jeremy Kenyon Lockyer Corbell,,"January 29, 2018",2018,2017,68 min,Documentaries,,,
Movie,Matías Gueilburt,Paco Ignacio Taibo II,"January 18, 2019",2019,2019,90 min,"Documentaries, International Movies",,,
Movie,Phillip Noyce,"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Richard Harris","January 1, 2020",2020,1992,117 min,Action & Adventure,,,
Movie,Kıvanç Baruönü,"Tolga Çevik, Ezgi Mola, Murat Başoğlu, Erkan Can, Ersin Korkut, Mustafa Uzunyılmaz, Nusret Çetinel, Ayşenur Yazıcı","March 10, 2017",2017,2014,105 min,"Comedies, International Movies, Romantic Movies",,,
Movie,Bobcat Goldthwait,Patton Oswalt,"October 17, 2017",2017,2017,66 min,Stand-Up Comedy,,,
Movie,,Patton Oswalt,"April 22, 2016",2016,2016,66 min,Stand-Up Comedy,,,
Movie,Steve Carr,"Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez, Shirley Knight, Stephen Rannazzisi, Peter Gerety, Bobby Cannavale, Adam Ferrara, Jamal Mixon, Adhir Kalyan, Gary Valentine","July 1, 2019",2019,2009,91 min,"Action & Adventure, Comedies",,,
Movie,Dileep Narayanan,"Saikumar, Amal Unnithan, Manasa Radhakrishnan, K.P.A.C. Lalitha, Sudheer Karamana, Seema G. Nair","July 1, 2018",2018,2016,104 min,"Dramas, International Movies",,,
Movie,Cheta Chukwu,"Baaj Adebule, Ebiye Victor, Meg Otanwa, Bisola Aiyeola, Mawuli Gavor, Zack Orji, Segilola Ogidan","November 29, 2019",2019,2018,110 min,"Comedies, Independent Movies, International Movies",,,
Movie,Paritosh Painter,"Shreyas Talpade, Javed Jaffrey, Aashish Chaudhary, Vatsal Seth, Celina Jaitly, Johnny Lever, Delnaaz Paul, Riya Sen, Sayali Bhagat, Neha Dhupia","July 1, 2018",2018,2009,114 min,"Comedies, International Movies",,,
Movie,Suman Ghosh,"Soumitra Chatterjee, Paran Banerjee, Arun Mukherjee, Sujan Mukherjee","October 1, 2018",2018,2016,73 min,"Comedies, Dramas, Independent Movies",,,
Movie,Felix Starck,Felix Starck,"June 1, 2018",2018,2015,85 min,"Documentaries, International Movies, Sports Movies",,,
Movie,Banjong Pisanthanakun,"Mario Maurer, Davika Hoorne, Nattapong Chartpong, Pongsatorn Jongwilak, Wiwat Kongrasri, Kantapat Permpoonpatcharasuk, Sean Jindachot","September 1, 2018",2018,2013,112 min,"Comedies, Horror Movies, International Movies",,,
Movie,John Lee,"Paul Reubens, Joe Manganiello, Jessica Pohly, Alia Shawkat, Stephanie Beatriz, Brad William Henke, Hal Landon Jr., Diane Salinger, Patrick Egan, Tara Buck, Richard Riehle","March 18, 2016",2016,2016,90 min,"Children & Family Movies, Comedies, Cult Movies",,,
Movie,"Paul Reubens, Wayne Orr","Paul Reubens, Annette Funicello, Frankie Avalon, Grace Jones, k.d. lang, Dinah Shore, Little Richard, Cher, Eadie del Rubio, Magic Johnson, Elena del Rubio, Zsa Zsa Gabor, Milly del Rubio, Whoopi Goldberg, Oprah Winfrey, Joan Rivers","December 18, 2014",2014,1988,48 min,Movies,,,
Movie,"Anusha Rizvi, Mahmood Farooqui","Omkar Das Manikpuri, Raghuvir Yadav, Malaika Shenoy, Nawazuddin Siddiqui, Naseeruddin Shah, Sitaram Panchal, Shalini Vatsa, Farrukh Jaffar, Aamir Bashir, Vishal Om Prakash","December 8, 2017",2017,2010,109 min,"Comedies, Dramas, Independent Movies",,,
Movie,Han Han,"Shen Teng, Yin Zheng, Johnny Huang, Zhang Benyu, Yin Fang, Tian Yu, Wei Xiang","May 31, 2019",2019,2019,98 min,"Comedies, Dramas, International Movies",,,
Movie,Cem Yılmaz,"Cem Yılmaz, Tülin Özen, Ozan Güven, Özkan Uğur, Zafer Algöz, Cengiz Bozkurt, Cahit Gök, Bahtiyar Engin, Mazhar Alanson, Metin Coşkun, Tuğrul Tülek","April 4, 2018",2018,2014,134 min,"Comedies, International Movies",,,
Movie,Mohd Khairul Azri Bin Md Noor,"Zahiril Adzim, Sharifah Amani, Amerul Affendi, Sharifah Sakinah, Iedil Putra, Zaidi Omar, Joe Flizzow, Chew Kin-Wah","August 25, 2017",2017,2016,95 min,"Dramas, International Movies",,,
Movie,Rodrigo Triana,"Adrián Uribe, Julieth Restrepo, Carlos Manuel Vesga, José Sefami, Mary Paz Mata, Alicia Sandoval, Teresa Monroy, Eduardo Ibarrola","June 29, 2018",2018,2018,89 min,"Comedies, Dramas, International Movies",,,
Movie,Mark Palansky,"Christina Ricci, James McAvoy, Catherine O'Hara, Peter Dinklage, Simon Woods","April 1, 2019",2019,2006,89 min,"Children & Family Movies, Comedies, Romantic Movies",,,
Movie,Sherwin Shilati,"Nick Thune, Halston Sage, Kaily Smith Westbrook, Nicholas Rutherford, Carly Chaikin, Gillian Alexy, Ian Harding, Usher Raymond, Anna Margaret Hollyman, Justin Klosky","February 26, 2018",2018,2017,92 min,"Comedies, Dramas, Romantic Movies",,,
Movie,J.C. Falcón,"Sean Maher, Andrea Grano, Mark Cirillo, Nacho San José, Curt Hansen, Trey McCurley, Jimmy Shaw, Carmen Maura","February 28, 2017",2017,2016,108 min,"Dramas, LGBTQ Movies",,,
Movie,Alejandro Montiel,"Luisana Lopilato, Amaia Salamanca, Rafael Spregelburd, Nicolás Furtado, Oriana Sabatini, Pedro Casablanc, Arancha Martí, Carlos Alcántara, María Onetto, Sara Sálamo","August 9, 2018",2018,2018,104 min,"Dramas, International Movies, Thrillers",,,
Movie,C.J. Wallis,Theodore Slauson,"April 30, 2019",2019,2017,72 min,Documentaries,,,
Movie,James Foley,"Halle Berry, Bruce Willis, Giovanni Ribisi, Richard Portnow, Gary Dourdan, Florencia Lozano, Nicki Aycox, Kathleen Chalfant, Gordon MacDonald, Daniella Van Graas","January 1, 2019",2019,2007,109 min,Thrillers,,,
Movie,Rayka Zehtabchi,,"February 12, 2019",2019,2018,26 min,Documentaries,,,
Movie,Olivier Assayas,"Kristen Stewart, Lars Eidinger, Sigrid Bouaziz, Anders Danielsen Lie, Ty Olwin, Hammou Graïa, Nora von Waldstätten, Benjamin Biolay, Audrey Bonnet, Pascal Rambert","February 1, 2019",2019,2016,105 min,"Dramas, International Movies, Thrillers",,,
Movie,Luis Ara,,"November 25, 2017",2017,2017,76 min,"Documentaries, International Movies",,,
Movie,Will Gluck,"James Corden, Domhnall Gleeson, Rose Byrne, Margot Robbie, Daisy Ridley, Elizabeth Debicki, Vauxhall Jermaine, Marianne Jean-Baptiste, Sia, Colin Moody","August 18, 2018",2018,2018,95 min,"Children & Family Movies, Comedies",,,
Movie,Tony Stone,Peter Dunning,"March 9, 2017",2017,2016,92 min,Documentaries,,,
Movie,Karthik Subbaraj,"Rajnikanth, Vijay Sethupathi, M. Sasikumar, Nawazuddin Siddiqui, Trisha Krishnan, Simran","April 5, 2019",2019,2019,170 min,"Action & Adventure, Comedies, Dramas",,,
Movie,Karthik Subbaraj,"Rajnikanth, Vijay Sethupathi, M. Sasikumar, Nawazuddin Siddiqui, Trisha Krishnan, Simran","April 7, 2019",2019,2019,170 min,"Action & Adventure, Comedies, Dramas",,,
Movie,Ali Samadi Ahadi,"Stefan Kurt, Marianne Sägebrecht, Max Herbrechter","November 1, 2017",2017,2016,82 min,"Children & Family Movies, Comedies",,,
Movie,Karan Lalit Butani,"Jimmy Shergill, Kay Kay Menon, Jackie Shroff, Shriya Saran, Pankaj Tripathi, Mahie Gill, Jameel Khan, Deep Raj Rana","December 31, 2019",2019,2018,108 min,"Dramas, International Movies, Thrillers",,,
Movie,Kabir Khan,"Saif Ali Khan, Katrina Kaif, Sabyasachi Chakraborty, Mohammed Zeeshan Ayyub, Sohaila Kapoor, Denzil Smith","October 1, 2018",2018,2015,129 min,"Action & Adventure, International Movies",,,
Movie,"Jean-Loup Felicioli, Alain Gagnol","Marcus D'Angelo, Vincent D'Onofrio, Fred Armisen, Jared Padalecki, Joey Camen, Brian T. Delaney, Melissa Disney, Bill Lobley, Amanda Céline Miller, Dana Snyder, Stephanie Sheh","October 1, 2017",2017,2015,85 min,"Action & Adventure, Dramas, International Movies",,,
Movie,Jonathan Demme,"Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas, Ron Vawter, Robert Ridgely, Charles Napier, Lisa Summerour, Obba Babatundé","July 1, 2019",2019,1993,126 min,"Classic Movies, Dramas, LGBTQ Movies",,,
Movie,Aziz Mirza,"Shah Rukh Khan, Juhi Chawla, Paresh Rawal, Satish Shah, Dilip Tahil, Govind Namdeo, Smita Jaykar, Shakti Kapoor, Johnny Lever","April 1, 2018",2018,2000,159 min,"Comedies, Dramas, International Movies",,,
Movie,"Ajay Bhuyan, Kunal Kohli","Kunal Kohli, Jennifer Winget, Sumona Chakravarti, Sushmita Mukherjee, Kanwaljit Singh, Dalip Tahil, Rajit Kapoor","January 15, 2018",2018,2015,118 min,"International Movies, Romantic Movies",,,
Movie,"Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks","Jirayu La-ongmanee, Charlie Trairat, Worrawech Danuwong, Marsha Wattanapanich, Nicole Theriault, Chumphorn Thepphithak, Gacha Plienwithi, Suteerush Channukool, Peeratchai Roompol, Nattapong Chartpong","September 5, 2018",2018,2009,125 min,"Horror Movies, International Movies",,,
Movie,Kunle Afolayan,"Wale Ojo, Nse Ikpe-Etim, Lydia Forson, Joke Silva, Chika Okpala, Ada Ameh, Hafeez Oyetoro, Chika Chukwu","September 1, 2019",2019,2012,112 min,"Comedies, International Movies, Romantic Movies",,,
Movie,Abhishek Saxena,"Sharib Hashmi, Nutan Surya, Jyotii Sethi, Inaamulhaq, Trisha Kale, Namya Saxena, Shivam Pradhan, Kimti Anand, Paras Raj Gandhi","December 31, 2019",2019,2017,96 min,"Dramas, Independent Movies, International Movies",,,
Movie,Peter Webber,"Carlos Bardem, Natalia Reyes, Emiliano Pernia, Duban Prado, Marcela Mar","April 12, 2018",2018,2017,108 min,"Dramas, Independent Movies, International Movies",,,
Movie,Christopher Nolen,"Trae Ireland, Chrystee Pharris, Brian Hooks, Dawnisha Halfkenny, Ebony Byrd Wesley, Simeon Henderson, Marquita Goings, Lew Collins, Kendra Gilliams, Caneil Oliver","June 29, 2019",2019,2018,81 min,Romantic Movies,,,
Movie,Vinod Kapri,Pihu Myra Vishwakarma,"June 15, 2019",2019,2018,90 min,"Dramas, Independent Movies, International Movies",,,
Movie,Gajendra Ahire,"Dilip Prabhavalkar, Priya Bapat, Kishore Kadam, Vrinda Gajendra, Alok Rajwade, Sakhi Gokhale","November 15, 2018",2018,2017,92 min,"Dramas, Independent Movies, International Movies",,,
Movie,Aniruddha Roy Chowdhury,"Tapsee Pannu, Kirti Kulhari, Andrea Tariang, Amitabh Bachchan, Piyush Mishra, Angad Bedi, Vijay Varma, Raashul Tandon, Tushar Pandey, Dhritiman Chatterjee, Mamata Shankar","January 20, 2017",2017,2016,130 min,"Dramas, International Movies",,,
